tweet_id,tweet_text
6039, whats the alternative please  should keir starmer labour the other opposition parties and all of us who  like you  despise johnson the tories and brexit all just give up and sit down quietly for the next five years  
6040, sickening my brothers haulage hes had in holland  spain for  years now folded right back to square one after all that hard graft brexit is a pandemic of destruction a disease
6041, oh please and reducing mc vities biscuits by  grams is going to reduce the carbon footprint and save them from brexit yeah sure rex the dinosaurus wont make them go bust sorry its all codswallop
6042,who will buy this piece crap maybe the remoaners will chip in and  start their own bullshit channel
6043,what should englands new national anthem be after brexit 
6044,truth
6045, brexits going well here as you can see
6046, wow it was about  attendance reported at most brexit protests on the day  it grew to a milllion somehow in reports days after it was over and its still growing its now  million  spooky 
6047, post brexit economy
6048,have they yes  doesnt mean well eat it though
6049,the leftist are slowly losing ground and creditably they will do anything to bring down this government and stop brexit anyway they can lets also remember how deplorable the bbc has conducted its bias to the brexit party and the conservatives over the last  years
6050, patrick you and i dont live in scotland i am politically neutral on whether there should be nd indy ref or not but moral case post brexit when scotland now pulled out of eu by england is strong after being told the opposite in  that indy meant scotland couldnt stay in eu
6051,the entire doomsaying campaign around brexit both in britain and in the eu was psychological warfare form the very beginning  that is not to say that the uk will lose nothing from leaving the eu only that the eu needs the uk far more than vice versa
6052,worth reading again  dave wybrow theatre needs to speak out now or face a postbrexit skills crisis  via
6053, mine too but brexit still doesnt work sorry
6054,freddie the internet explorer of antitory takes
6055,ah this is why we needed an attorney general with very little legal experience
6056, its a fact that uk and us visas are extremely difficult to obtain and cost thousands of poundsdollars that is what uk citizens now face if they want to work in the eu brexit has stolen economic opportunities from current and future generations for a xenophobic policy
6057, brexit all over again 
6058, rumours of the death of irony in brexit britain have been exaggerated
6059,brexit  fined  for breaking electoral law during referendum  bbc news 
6060, buckland  how appropriate as a name for postbrexit formerly united kingdom
6061,uk unveils iconic postbrexit passports made by a frenchdutch company in poland  
6062,qrburch  porno brexit usa porn ns  
6063,government  parliament let touring musicians travel support musicians working in the eu postbrexit workingintheeu  sign the petition  via
6064,the same people who voted brexit
6065, no way why should i be forced to pay for  overpaid presenters pushing politics  censored news  pc culture  biased political programmes  woke nonsense  final salary pensions  anti brexit rhetoric  greta thunberg   bbc out of touch  refuse to reform games over
6066,dua lipa  physical
6067, has a campaign of anti brexit anti british propaganda it has never broadcast anything of the troubles in france sweden or spain it has never reported on record high foreign investment into uk or any of the many new jobs created bbc believes it has no accountability
6068,brexit means brexit
6069,  not the only poor performance of the british publics recent choices first brexit now eurovision the british public simply cant be trusted anymore theguardian bbc brexitroast
6070, was fs for yrs hes pm now the shambles that labour have made themselves look over the handling of brexit and their ridiculous manifesto wish list along with the terror lover corby means he has the hands on the levers of power so lets see what he does so far so good
6071, everything about brexit has been based on fantasyisland thinking
6072,under arteta we play a long ball to the corner flags from pretty much every kick off instead of following the unspoken brexit rule of back to the defence did it at the start of the second half today and scored  seconds later  my manager really took peps tactics and ran
6073,this
6074,brexit news boris johnson backed to have upper hand ahead of eu in brexit talks  uk   
6075, unelected senior civil servant determined to stop brexit  sack and replace the eu servants with brexit eers 
6076,and just like that were back to chlorinated fucking chicken
6077,not sleeping for two weeks straight because im despretly trying to directly tie doctor whos focus on britain to the brexit vote
6078,brexiters whose ignorance and prejudice are massaged and boosted daily by thesun now know where they can get toilet paper from when brexit puts andrex beyond their means boycottthesun
6079,more winning
6080, shocking precedent when pm and those around him wont obey rule of law back in  when labour said mr johnson what assurances have we got you wont break the law to get brexit literally talking to pm if he wont obey law then have the police right to expect others to
6081, at least you got your freedomback  brexit  finally  congratulations  freedom  as  in  free  of  eu i  wish  you  had  freedom  of  speech terrible  that  police  out  arresting  for  tweets   i  saw them take a  bible  from  a  man  quoting  from  it  arrest  him
6082, its the same throughout the food manufacturing industry why because these are the people who know how much harm brexit is already doing and how much more harm the governments own assessments predict it will do in the future
6083,the latest the privacy  training daily  thanks to gdpr brexit
6084,brexit ball winger
6085, never said they won because of brexiters just stating we should not be surprised about the result as the public have voted for things in the past which we wouldnt of thought would happen eg brexit a light hearted tweet so chill
6086, spot the difference i give up anyone else seeing the difference or the brexit dividend
6087, yes because when theres no chicken left we can still drink the chlorine joking aside he should be asked to answer this reality 
6088, things that have happened since february  reunification of germany dissolution of ussr end of apartheid chinese economic boom good friday agreement creation of eurozone  afghanistan war iraq war great recession obama brexit
6089,the brightest and the best do the choosing all we can do is make a pathetic half hearted offer to come to the uk and experience a white knuckle ride of intolerance poverty and victimisation  they wont get offers like that everyday
6090,another brexit bonus tea grown in britain and its only  for  teabags
6091, im also surprised by those who claim not to see the parallels between brexit and scexit
6092,look out for someone writing this banger what a fact checking service can teach us about brexit
6093,yeah sospain will stop english migrants who cant speak spanishm
6094, scotland is a strong part of the uk  we chose the uk knowing there would be a brexit vote and now we have won our freedom for the uk  shove your eu right up yer arse
6095,fascinating list in the brexit context why because the uk is not leaving the council of europe and many areas that the eu covers seem to be covered by weaker counterparts at coe level eg qualifications treaty  not as nice as the eu but still 
6096,tony blair claims he could have stopped brexit  united the country  via
6097,omg brexit just keeps on with the unleashing of potential for the eu   turkey voted for christmas then christmas happened no sympathy they wanted brexit they got it now they own it
6098,looking back on today and seeing how much fun leadership elections are to be involved in i regret not joining the tories as soon as farage launched the brexit party jealous of my mates who are involved in the labour leaderships getting to meet their favourite mps regularly
6099,get brexit done
6100, this is exactly why brexit happened lol
6101, scots want have nothing to do with this xenophob you and the whole brexit shitshow own it all
6102,when will remoaners get it through their thick skulls that brexit is a victory that transcends economics we dont give a flying fuck about economic benefits we have won a culture war a war of wills a war of idealism fuck the economy and fuck academics  experts  wankers
6103,uk  aus govts seem to both be suffering from us right wing extremist disease voters in our democracies are apparently being duped this uk couple have fingers in so many pies its hard to imagine they find time to eat
6104,another one ticked off the list
6105, the main problem with this is the error in the assumption that the breaches of ecological limits by uk society will be in any way mitigated by being a thick racist or by brexit as to economic limits dont make me laugh you are talking garbage
6106, brexit has happened
6107,yessss one tiny bit of good news in postbrexit britain  burnthesun
6108,and we will all be better off and happier if the likes of you were not costing us millions of pounds paying for the nursing home which is the lords
6109,fiat  twitter also voted for brexit thats the tweet loveisland
6110,whats the catch british fishermens hopes and fears for brexit deal  business 
6111,some say what remainers always do lie lie  more lies   fury as real cost of big ben bongs nowhere near k quoted for brexit night  politics  news   
6112,column heading postbrexit  blues
6113, with a significantly reduced majority   maj of    maj of    maj of    hung parliament when gordon brown was pm  if blair stayed in  we wouldve probably had a hung parliament in  with brexit only being a new issue now possibly
6114,brexit good that corbyn kept questioning capitalism but bad that he kept supporting economiccapitalist immigration my poem from walkaboutsverse global regulationism 
6115,brexit uk reneging on northern ireland pledges risks trade deals with us and eu  politics  the guardian 
6116,no problem with us chicken eaten plenty of it when at our house out in texas  likewise buying organic free range from waitrose when in uk
6117, should end wellappearing at all good charity shops  car boot sales shelves  tables along with jeffrey archer  jilly cooper novels probs loads quicker than theirs ever didthough 
6118,does anyone know if i renew my uk passport now as in within the next week will i avoid getting the bullshit brexit blue one trying to hold on to my beloved european passport as long as i can and im not sure of the change over 
6119,brexit vote leave broke electoral law says electoral commission  bbc news 
6120, have you heard of brexit
6121, get brexit done it fooled millions of people into believing that a vote for the tories would get brexi finished and life could return to normal one of the greatest cons in my lifetime
6122,england actually
6123,for better or worse there is no escape from globalization no effective retreat into the ethnic heimat  
6124,civil servants  servants of the govt in power and of the people failing to do that duty  treachery
6125,mothers life
6126,oddly it wont require britain to renege on its legal obligations under the wa to ensure its trustworthiness is under threat that clearly already happened when the lying narcissistic bully  and his sycophantic tories came in charge 
6127,    i do not consent   
6128,and leaving the eu has somehow rendered god save the queen no longer appropriate and in need of replacement how
6129, also thank you  i believe brexit got the ball rolling  woke a lot of conservatives up to what was happening all over globe  all the hate spreading i know it made me happy that people hated what was happening to their country  did something to fix it
6130, the steele source was either run by mi or mi in an attempt to smear trump because of trumps support for brexit
6131,the government creates an immigration policy  that makes them nazis or something the left wants to keep us a low wage low tech country for entirely selfish reasons do these idiots have no selfawareness
6132, oh dont be silly gammon is not a race brexit thickie
6133,never expected this from the brexit public utterly ridiculous loveislandfinal 
6134, its sad but true  tragically and shamelessly overlooked by every international body  the eu  the un care not latest boycott list  the bias is on record is history now for all to judge   imagine if corbyn had won brexit had failed then sanders won  
6135, lets see my next passport only gives me access to one country my old one gave me  racist attacks are at an all time high frequent news of businesses closing due to brexit johnson cant be arsed helping flood victims universal credit govt undermining democracy get lost
6136,are we all asleep                tory blair backs racist johnson 
6137,took peps tactics nah mate he gave pep the tactics to begin with
6138, i told why i voted for brexit why are you disrespecting  million peoples views and opinions on the eu  by suggesting we didnt know what we were voting for  i can still do everything i want to do and go any where i want to go after we leave the eu  change the record
6139, john nobody will ever know what jc  you john would have  achieved sad fact cummings  and his stooge clown are actually on paper about to spend  trillion over this this term  sad fact with no return nhs will only be free in name  brexit will cost jobs  trade its a mess
6140,macron is like a poor mans napoleon but without the intellect personality ambition and of course the great hat 
6141,the sun is out  the sky is grey  i hope that brexit will go away cos its remaining remaining in my heart
6142,parallels exactly what happened to corbyn baroness hayter was sacked from her post as a shadow brexit minister  its almost a though theyre working from a script its playing out across the world   
6143,bj lies and brexit should have had no pat in the ge but farage shit stirred 
6144, i know facts hurt liberals feels im sure your big mad about brexit 
6145,were it not for bonnie greer in this episode of twh id be feeling that we were back in the period before mays wab was st defeated with the remain position dismissed out of hand absurdist hmg positions taken as centrist wisdom  opposition to brexit viewed as laughable
6146,government refuses to rule out chlorinated chicken and hormonetreated beef from us in postbrexit trade deal 
6147, exactly embarrassingly she is trying to placate both racists and profom internationalists and inevitably failing to convince either this is just brexit fencesitting mark 
6148, corralling dickheads exactly the type of arrogant condescending name calling that did and continues to blight those who lost both brexit and the last ge
6149,tory triple whammy threatens scotlands care sector 
6150, if you think im a corbyn fan youre wrong too im interested in the effects of brexit not the political games
6151,we need to really stop this childish act of making unfounded what ifs considering the falling vote share  holding marginal constituencies along with the luck needed for a fptp system i sincerely doubt this would have happened blair was not a messiah stop acting like he was
6152,british passport will darken after brexit  
6153, this is moscows modusoperandi  scotland indyref brexit indyref and us  russia doesnt pick sides it identifies extremes on both sides of an argument and feeds them with fake news and hot air it seeks only to undermine stability by turning fissures into chasms
6154, you seem to have bds  brexit denial syndrome
6155,british passport will darken after brexit  
6156,boris johnson is a very bad prime minister   brexit borisjohnson unitedkingdom
6157, what procurement rules were followed in handing out this contract to us healthcare firm uk is supposed to be sovereign  independent postbrexit
6158,not long now 
6159, can you compile a list of those who have been declined study in eu as a result of brexit  ill wait
6160, everything brexit looks black to me or in a sense blue
6161,this opinion piece comes with a massive long and pretentious warning also has an antileft bias but its ages since ive read some political theory that resonated so much with both how i think and whats going on now with brexit trump corbyn etc   
6162,you might like to bear this in mind  also is this a good time to mention irish citizens in uk are better off than brits  all the benefits of living in uk and all the benefits of european citizenship   in one burgundy passport enviably fabulous
6163,i dont think iraq shares your sentiments 
6164,dem ones there tho
6165,neverhood soundtrack  everybody way oh
6166,im voting number  for labour leader tomorrow because she can reunite the historical coalition of voters that was torn apart by brexit she understands why labour has become disconnected and she will tackle antisemitism head on lisanandy   
6167, the sdp today is pro europe we just happen to be anti eu the eu happens to be antidemocratic  democracy is a prerequisite for social democracy  that is why we are pro brexit
6168,government plans to go back on agreement it made with trading partner its trying to negotiate a new deal with   cocks
6169,paige and finn were lovely but they werent sinnise and luke t
6170, looks the same as an italian town currently in lockdown because of coronavirus  brexit is about as toxic
6171, no leaving the eu was necessary to undermine the snps agenda  brexit has made the snps case a lot harder to sell they now have to justify a hard border with england surrendering scottish fishing waters to brussels austerity to meet eus  deficit requirement etc 
6172,weaker than expected result from rwc today but a lot of it coming from the tax line usa and australia particularly weak with uk the surprise given brexit etc still like the long term story but tough short term outlook at the minute
6173, says the man who said brexit negotiations would be a doddle and when in charge of brexit negotiations did a runner mard arse now comes out of hiding
6174, one benefit of brexit will be the reduction of traffic on m heading to the strategically import dover ferry  however decades of neglect by govuk of welsh roads will pass the problems on to those diverting to ireland through holyhead and fishguard
6175, sometimes england sometimes britain sometimes the uk for instance brexit did its best to become a flag issue in ni but hasnt really made it
6176,stupid country that voted for brexit not to worry the winners curse never goes away loveisland
6177,covid  the reactionary response of the uk government is at best questionable  statistical probability let alone scientific and medical expertise would suggest the actual risks we are being kept in the dark this issue is even greater than brexit yet our pm is invisible 
6178, certainly agree with that theyre too busy cocking up brexit to do much else
6179,  touring bands to uk must now apply for a visa  for each member provide proof  days before applying that they have  in savings unless they are arated provide a certificate of sponsorship from an event organiser brexit disaster
6180, nandy has the same policy as the other two candidates defend free movement after brexit but invest in skills too maybe because of where party opinion is if people want to argue that is too regressive thats a very narrow bubble indeed to be stuck in 
6181,brexit is the nightmarish chaospuking chaos selfimmolating and imploding that shits
6182,get on with it
6183,its like brexit all over again loveislandfinal
6184, thats brexita slow death sentence
6185, i hate this belief that we must always go to tragedys bad things happened hes solving so many more crises that you want him to do what it it jeremy meeting people or saving the country through brexit you decide
6186, crocodile journalism it was always going this way yet nick ferrari pretends to care pretends to challenge the sociopath priti patel shame only shame own your brexit own your shame do not run away you so propelled this outcome all the way own patel too you put her there
6187,i did live in an eu member state twiceand for over  yrs and i voted for brexit this makes me qualified to say that sovereign european countries are better without the eu  which is a eroding and ripping the soul from culturally diverse and interesting peoples countries
6188,eu summit collapses as members fail to fill  billion brexitsize hole 
6189, brexit
6190, bollocks to brexit  
6191, not my rally  a meeting about brexit i was invited to neither do i have control over stupid questions
6192, you lost the ge by misjudging the public mood on brexit pr would be a disaster for this country just look at ireland and spain to see it doesnt bring strong government
6193, love island is now being linked to brexit ive seen it all
6194,dont get seduced into the zero carbon scam  let it drop or it will lose you every bit of the goodwill you have right now it will lose you the next election too
6195,well well who would have thought brexit uk reneging on northern ireland pledges risks trade deals with us and eu 
6196,theyll have to change them again when scotland becomes independent  and then again when ireland reunites lots of orders  work for poland
6197,forex commodities futures wyckoff trading tradingplan india motivation pattern tradingtips euro forextrading brexit trump usa brazil china dubai scalping money please retweet
6198,he knows british slang mf loves uk armys the most and thats on brexit 
6199, lets not forget the scaremongering bullshit from remain  
6200, a red white and blue brexit needs red white and blue passports
6201, our salads are washed with it and no one had an issue its just another anti brexit gripe for bigots that dont like democracy
6202, far less than the money the empire will make from brexit
6203, im pretty sure there are a lot of different voters between love island bloody brexit 
6204,this is very basic and i think  of premier league teams do this
6205,whats the catch british fishermens hopes and fears for brexit deal 
6206,the only scientists that will be here will be the ones measuring the worlds fastest recession
6207,try as i might i still cant get over the uneasy hunch that all the brexit  leaving europe was actually a financial move by paedopoliticians terrified of finally being brought before european courts of human rights
6208,without scotland this is literally the only way are realistically getting into power
6209,its a german thing
6210,if brexit were a van
6211, you have supported putins efforts to wreck our defence capability through brexit why are you suddenly concerned about national security no shares in huawei
6212, big mike hits the eu with the brexit peek
6213, brexit means forging partnerships and working with other countries as a global trading nation but that is a far too complicated concept for you and the labour party freddie
6214,theres a lot of truth in this thread  i think it rings even truer if you start with the notion that brexit is an english project for people who see no daylight between english and british
6215, after brexit maybe we can get back to it
6216, aye as well meaning as corbyn was he sucked at dealing with the msm smears against him and was across as indecisive on brexit bernie on the other hand is far better a being clear where he stands and getting his message across despite the msm smears
6217,loveisland once again proving that england cant vote first brexit then the tories again and now the real winners were robbed sianesse and luke were the right winners
6218, thanks declan i am not sure conditions at work were that big a factor in brexit we heard much less about this across our  national conversation citizens groups  than we expected  so became vinterested in why it came up in the vfew places where it was prominent
6219, being well of enough that they could eat any problems brexit causes them easier than tax changes
6220, oh behave pretty sure the brexit poll has many different voters to the ones that vote in love island
6221,do you think theyll be surprised when their p arrived in th post
6222, now we cant trade with china either lets just be purely reliant on america its about as clever as brexit
6223,once again fire them all lying should have consequences
6224, yes lots of lovely people and lots of support over the brexit debacle but a lot of toxicity from brexitbulldog types lots of ugly racism and nationalism sometimes affects my mental health quite badly
6225,the remainers have been saying give it xxx months and it will all change for about  years now 
6226, rightly or wrongly that wasnt the case in  and nor was it the opposition campaign narrative of   that was a financial crisis election just like  one was a brexit election
6227, get brexit done
6228, but we are  we have done in history before  and no one beats the establishment  anyone who thinks we can is a fool  every where you look is fiddling  the tories arent even in charge  dc is bojo  was the staring wheel behind brexit hes not pm material  but dc is
6229, now picard claimed it was going to be anti brexit and trump and again theres been so little of that and what little there has been has little substance
6230, i think that the complexities of brexit show that its best to clarify the future relationship between scotland and the uk before making a drastic decision to just leave
6231,boris johnson is a very bad prime minister   boristheracist borisisaracist brexit borisjohnson unitedkingdom borisjohnsons
6232,johnsons brexit flunkey sums up all thats wrong with his masters trade fantasies  will hutton 
6233,the fact henderson is the only english option is a bigger national embarrassment than brexit
6234, no im not ill  brexit will harm uk fact 
6235, au contraire i totally get the symbolism of a brexiteer charlatan celebrating a polish made uk posteu passport replacing prebrexit uk passport which were made in uk it symbolises his entire charade eunity
6236,uk citizens are losing our european citizenship because of brexit is the campaign for an eu associate membership scheme that would give us the option to continue as eu members as individuals 
6237,the eu faces more chaos  financial meltdownnot only are eu budget talks descending into farce but the eu wants to expand to poorer countries that require billions in fundingthe uk must ensure the eu doesnt get a penny more of uk cashwe must never pay the bn brexit bill rt
6238,remaining in my heart too
6239, facts to whom it might concern the eu position and guidance re brexit negotiations  
6240,every thing will be fine     positivity gift brexit affirmation coronavirus shopping inspirational inspirationalquotes positiveattitude 
6241,many people appear to have come to the view long held by most brexiteers that although it would be preferable to get a good trade deal with the eu we can do perfectly well without one  what took them so long   via
6242,britains postbrexit immigration rules worry business 
6243, it is like brenter  brexit
6244, get brexit done
6245, so when your proper violence your grenfell your machette as your brexit pays
6246, but why isnt it cheaper to make them here in the uk instead of having europeans paid for work we could have done surely you see the irony that what is essentially a brexit passport which to some proudly symbolises us leaving europe as we dont need them was made in europe
6247, except that was  years ago so nothing to do with brexit or boris
6248,i want your dad in my pool
6249,no it represents a return of uk national sovereignty  thats why we cherish it so much  you lost live with it brexit  and also you support the climatechangescam so that makes you a loser all round
6250,what should englands new national anthem be after brexit 
6251,the bbc has brought this on itself due to its outrageous bias and contempt for those who dont share its own left wing woke antibrexit views   were sick to death of being forced to fund  on penalty of criminal punishment  this out of touch embarrassment of an organisation
6252,brexit news boris johnson backed to have upper hand ahead of eu in brexit talks  uk  news  newpaper 
6253,please retweet this from derbynotmygovernment  forevereuropean
6254,at least they still have range rover in britain even though its owned by indian tatagroup oh and to hold up production necessary car parts from china are flewn in ukin suitcases wonderful globalized world
6255, you guys are forgetting that when the shit hits the fan and brexit is shown to be a disaster tory poll numbers will fall off a cliff whether those numbers go to labour remains to be seen
6256,lol wheres the guy who was telling me this would never happen 
6257,the uks exit from the eu and its dataprotection regulations are likely to make the datasharing agreements that cover transfer of user information extremely complicated 
6258,boris is set to sell channel  good they only have themselves to blame after their constant bias against boris brexit  britain rt  via
6259, brexit is happening
6260, no  i said education was a predictor of how people voted which it was 
6261,rideon lawnmowers golf carts and tractors will be required to have motor insurance as a result of an eu rule taking effect in the uk after brexit despite being described as insane by boris johnson 
6262,darkest day in british history worse than brexit
6263,did anyone say a truer word about cock up brexit negotiator david davis well said dominic  we all know it
6264, more brexitinspired job losses but hey we know what we voted for as they still insist on saying
6265, the leftist are slowly losing ground and credibility they will do anything to bring down this government and stop brexit anyway they can lets also remember how deplorable the bbc has conducted its bias to the brexit party and the conservatives over the last  years
6266, i did stop being patronising the eu is primarily about trade that is its whole reason for being  as a trading block yes it has become about other things and they have become a disproportionate part of the debate but that is because those pushing for brexit wanted that
6267, why cant you see that the people behind brexit are corrupt and feathering their own nests at our expense why do you trust a serial liar why trust the bankers who caused the last recesssion
6268, they got the biggest bong lol brexit
6269,telegraph columnist makes assertion unsupported by evidence   shocked
6270,brexit means irritations
6271, the brexit vote in northern ireland was  how is that little support also you fail to mention wales who voted to leave
6272, me too i lost the plot over brexit last year during the fires and in that then thought why am i wasting energy on that when i need it for this so a simpler life via simpler thought processes the sun will come up tomorrow 
6273, absolute crap from a deeply discredited globalist antibrexit publication  uk passports are like gold dust on the black market   fact
6274, only brexit if hed kicked himself in the face first then burnt his nose before the final fall
6275,can one trust the libdems its bad enough having the blairites 
6276, according to gordon brown earlier brexit is a nationality 
6277,plwjbxx  porno brexit usa porn jn  
6278, i feel scouse but not british thats the brexit effect i guess ive always had that rebellious streak
6279,they soon will be calling me mr brexit
6280, it wont rain as much after brexit   dont they know how much money the eu has sent to help our flood defences
6281, there is now a concerted effort from some quarters of the media against cummings but as far as i can see the people who voted for brexit and then boris agree with what hes trying to do things at the civil service bbc and lords do need shaking up cummings is the man to do it
6282, in other words a dumb system  the only major differences between    is labour leadership folded to the melts over brexit  ukip didnt stand in marginals policies same leader the same labour was prefucked corbyn gave it shot in arm  now it will lose more votes
6283,state of this 
6284, brexit mate
6285, that british their fav hobby they blame the eu for stuff eu has nothing to do with for ezample non european migration cant wait until the bad wakeup come brexit only stop european to come to uk all other will still come
6286, youre so right kay soros isnt going to stop the eu is really hurting though since brexit the other countries arent wanting to cover the  lost by gb leaving its going to be interesting to see how the eu holds up
6287,the little turd is electioneering he has no influence whatsoever
6288,time to apply for my irish passport
6289,translated please ignore brexit and the damage it will cause scotland
6290,providing another war did not start
6291, and whats your point it just goes to show that you misunderstood brexit from the get go
6292, thats such a shame lozso many people work so hard to keep their small businesses going but it seems like its getting impossible to do that in brexit uk i fear the uk is going to get a whole lot worse give him my best wishes 
6293, uk self respecting country  you signed and ratified the wa and now reneging on thisand you say eu is vindictiveffs lies have to stop uk 
6294, yeah but brexit is and will devastate hull
6295,good thread on the effect of coronavirus on justintime manufacturing and supply chains important reading for the hard of thinking in regard to the impact of delays in supply chains which will be an inevitable effect of the moronic brexit is trying to force
6296, get brexit done lol
6297, it is called the brexit dividend johnsons  deal with eu must include single market  customs union with eu fom  ehic insurance cover for all uk citizens working or travelling in eu
6298,uk citizens are losing our european citizenship because of brexit is the campaign for an eu associate membership scheme that would give us the option to continue as eu members as individuals 
6299, and absolutely nothing to do with brexit
6300, the queen backs brexit because her savings are in the tax havens
6301,siannise  luke were precious but they were too sweet n disney n boring on screensiannise was weird at the start  pf are hot n kept having sex lmao n adorable paige is an obvious softy despite the ice n finn is glorious nah they deserved it loveisland
6302, i would have divorced our lass if shed voted for brexit
6303,brexit borisjohnson europeanunion tough border control awaits migrants attempting to reach eu from bosnia 
6304, this is fair criticism but im still too disgusted by liberal campaign in kensington with carpetbagger gyimah to cut them much slack if they had cared about brexit they could have done temporary gov but swinsons delusion got in the way
6305, ah yes your view only your far right can vote as your brexit commission and when your claim your assassins
6306,why cant the eu give up already
6307,whys tradeunionist opining on presspreview again is he there for sm misconceived idea of balance obvs im biased but imo doesnt need his counterbalance eds pinned tweet is a narrow view on eu as privatisation machine he got his brexit
6308, this is also a good example of brexits impact on british jobs  i know someone who had just been laid off along with everyone else in his workplace due to losing this contract  but hey at least we have blue passports 
6309,i would never support bbc after the support they give to brexit and the money they waste why should public be forced by law to pay for bbc no other channels are forcing us to pay unless we want to time for bbc to get off gravy train start earning it keep like everyone else
6310,i hope the uk brexit negotiating team remember all of these spiteful and negative comments from the eu beaurocrats when they are sitting around the table with them 
6311, what diffrent between a easter european racist and brexit racist
6312,  dam someone needs to eat a kit kat and chill out with a nice cup of tea corbyn was a bad choice of a leader and at best is a good back bench mp corbyn is as much to blame for labours current woes as their incoherent brexit policy will wait patiently for the revolution
6313,well imagine that   bongforbrexit  
6314,rudyard kipling caused brexit
6315, weve got got bog all influence because of fuds like you please please please go away and give this country a chance you and your other brexit created this own it
6316, labour lost more seats to the tories because of our brexit position lib dems lost seats because of their brexit position   nd ref decision was a disaster
6317, got to ask what is your job and how did you gain notoriety from what i can tell you came out of nowhere moan nonstop offer no solutions and spend your life on here get a job brexit is done and u have very little purpose
6318,she held the madness truth crept round crabbs hollow words this is not a new administration its the dregs of the tory party fractious after  disastrous years in power  saddled with brexit  more toxic than the poll tax bought with the race card  a crisis on delivery
6319,seems like an appropriate time to share some of our interactions with the british government on international law and treaty obligations   starting with a treaty hmg is a party of does not alter the laws of the united kingdom 
6320, a member of economists for brexit quell surprise hed write this waffle
6321, whats funny is the obsession with remoaners that brexit is little england however us independents want to hang out with  global countries not tied to  and  hangers on  leaches
6322,isnt conspiring with a foreign power treason
6323,  it began to slide postbrexit to third in  fourth in  fifth in  and sixth in   prior to  the lowest the uk passport had sat on the rankings was at sixth in  and   its now th taking back control i suppose
6324, this is brexit territory i can understand the use of gaelic but what you posted disgusting
6325, he has set us on course for a no deal brexit as demanded by his paymasters he has the likes of patel raab sunak cleverly and lewis with the brass necks to front it but hes bottling it
6326, brexit this version of cov is updated to eu laws you are not included sorry but your passport is blue 
6327, im so scunnered with brit politics and brexit just now ive got hooked on the us primaries michael moores podcast rumbled is marvellous so is great to follow a podcast from scotland tho i always listen to the podcast too
6328, what has brexit got to do with penrith australia
6329, ways to learn to dance brexit clickbait
6330, the usa is so the uk thats why we have both brexit and trump  purpose by whoever is paying these guys in whatever new form theyve taken  
6331, i voted this government in to put voters back in control the labour party has been controlled by corporatism since blair they tried to stop brexit because corporations wanted the eu to overrule democracy
6332,you brexit loons are hating brexit more than we are 
6333, the most moving thing i have seen coming from postbrexit britain    my father was also a wwii veteran it moved me to tears  so very sad  such dignified men
6334, you must be really special 
6335, no need to bring brexit involved hunny xoxo
6336,and no one complains about eu irradiated chicken which is much more of a worry
6337, if you cared about racism you wouldnt be working for the brexit party
6338,nothing to do with accountability just poor value for money and not presenting a balanced view on anything eg climate change and brexit could add enormous wastage of tax payers money on salaries for people who dont warrant it
6339, what about brexit
6340,i bet you want welsh independence 
6341, any organisation that is seen as opposing holding to a account johnson or brexit is under attack c bbc the legal system or even the civil sevice  next stop fascism
6342,well conjugate something we are quite apt at the past historic mon ami 
6343, very strange that brexit heads still agog with eu ongoingsconsider uk have lefteu budgets are always fraught every  yearsireland knew we would have to pay more into eu coffersbut hey worth itand we can afford it 
6344, the russians know exactly what makes white voters tick  you put the fear of the other into them and you can pretty much do whatever you want with them  thats why trump started his run by calling mexican rapists thats why brexit was so successful  fear turns off the brain
6345,brussels insane law to penalise britons to be enforced in the uk despite eu exitcoming into effect after brexit rideon lawnmowers golf carts and tractors will be required to have motor insurance news uk eu  
6346,a letter for the wise monkeys see nothing hear nothing and speak nothing
6347, its now lactic acid chickens   same process that the eu has agreed with trump  on beef  mr eustice room for a sensible discussion about use of lactic acid on poultry rather than chlorinemore commonly used among american farmers  
6348,i think brexit is a brilliant idea its clearly been well thought through the referendum question was nuanced  carefully considered and the campaign to leave was conducted with courtesy and honesty informed by evidence and free from even the slightest trace of xenophobia
6349,johnson  because he has  authority to stop it now but chooses to go full out brexit
6350,joanne claims anne shirley from anne of green gables voted for jeremy corbyn and is responsible for brexit
6351,hes also a seedy war criminal but go off
6352,dec  we have a great deal ovenready ready to go  feb  torch the deal who cares if noone will ever trust us again its awful get us out of it
6353, no unless they have private medical insurance or pay social security they cannot access free health care after brexit as this was covered by the european health card available only to eu members
6354, i dont get a say in this im in the uk i fear youre about to repeat the corbyn experiment that put a crazy racist blond in office too in an alternate universe we didnt have brexit and the us elected its first female president inmydreams
6355, anti brexit bias agreed but he is a liar
6356,we need to shift the focus of our economy away from reliance on cheap labour from europe and instead concentrate on investment in technology and automation employers will need to adjust   eutoday politicstoday politics brexit postbrexit 
6357,more eu orders
6358, what on earth are you talking about how did he do nothing to prevent brexit
6359,we are not part of eu so how can this be after brexit
6360,uk minister wont rule out chlorinated chicken imports  via
6361, because theyve had their brexit thats all they wanted
6362, support for union has softened many no voters are anti brexit
6363,johnsons brexit flunkey sums up all thats wrong with his masters trade fantasies  brexit  the guardian 
6364,this thread 
6365,have you ever known the admit it was wrong ive complained about their bias many times and their answer is always the same our editorial policy is perfectly balanced and fine
